loan_id,age,income,employment_status,loan_amount,interest_rate,loan_term,credit_score,past_due_payments,on_time_payments,collateral,loan_type,default
1234,62,146231,Unemployed,15484,5.44,48,603,4,11,Property,Home,0
1235,33,135371,Self-Employed,48416,16.79,12,337,0,15,None,Home,0
1236,52,126140,Self-Employed,7309,7.77,60,499,6,46,Property,Personal,0
1237,51,148940,Employed,23534,14.09,36,725,6,38,Vehicle,Auto,0
1238,60,53310,Self-Employed,27133,14.89,48,629,4,41,Vehicle,Business,0
1239,34,85759,Employed,15110,11.04,24,819,3,27,Property,Home,0
1240,43,71533,Employed,49320,14.19,48,607,9,43,Property,Auto,0
1241,41,128387,Employed,43056,12.79,60,408,4,44,Property,Personal,1
1242,36,35308,Unemployed,11981,10.73,12,785,1,49,Vehicle,Personal,1
1243,54,132203,Unemployed,39451,5.35,36,719,3,13,Property,Business,1
1244,43,52580,Employed,20453,5.59,36,495,0,43,None,Home,0
1245,33,106884,Unemployed,7335,6.55,24,451,0,47,Property,Personal,0
1246,34,119179,Self-Employed,41413,11.13,36,589,9,33,Vehicle,Personal,1
1247,41,136934,Employed,7810,12.35,60,374,7,6,None,Home,0
1248,53,37670,Employed,6507,10.14,36,344,8,25,Property,Personal,0
1249,53,109749,Employed,13299,15.2,36,621,8,34,Property,Home,1
1250,31,135224,Unemployed,17861,17.45,48,469,5,30,None,Business,1
1251,64,33380,Unemployed,29197,17.43,48,354,0,30,Property,Business,1
1252,49,129457,Employed,25409,9.04,36,390,3,37,Property,Personal,1
1253,35,77692,Self-Employed,7561,14.47,60,736,6,30,Vehicle,Business,1
1254,50,110483,Unemployed,5916,8.23,12,321,2,28,Vehicle,Personal,1
1255,32,85320,Self-Employed,10619,6.73,48,475,1,25,Vehicle,Auto,0
1256,63,57844,Self-Employed,24922,7.57,48,500,9,5,Property,Auto,1
1257,45,138562,Self-Employed,31090,9.47,48,620,1,13,Vehicle,Personal,0
1258,43,103397,Employed,26923,11.51,48,345,3,9,Vehicle,Personal,1
1259,52,141834,Unemployed,34475,15.76,36,386,4,43,Property,Personal,1
1260,54,76318,Unemployed,24463,5.31,24,377,4,34,None,Auto,1
1261,51,36068,Self-Employed,40749,10.96,12,407,3,20,Vehicle,Personal,0
1262,32,119922,Self-Employed,17138,11.06,24,401,8,9,None,Business,0
1263,37,141367,Self-Employed,35190,5.36,60,695,5,47,None,Home,1
1264,33,91573,Self-Employed,23999,5.17,24,429,2,8,Vehicle,Home,0
1265,31,71071,Unemployed,17641,15.98,24,471,7,24,Property,Auto,1
1266,23,65421,Employed,19988,5.98,36,312,8,31,None,Personal,0
1267,47,54715,Self-Employed,23247,8.39,24,515,6,9,Vehicle,Home,0
1268,23,106103,Employed,24806,11.19,48,554,3,49,None,Home,1
1269,46,44368,Employed,19760,17.95,48,337,6,27,Property,Business,0
1270,40,91083,Employed,24860,7.9,48,677,7,43,Vehicle,Business,0
1271,63,121757,Employed,5970,14.65,60,353,7,10,Property,Auto,0
1272,39,22463,Self-Employed,41413,16.11,24,653,4,18,Property,Home,1
1273,50,118739,Unemployed,5899,17.51,48,523,2,48,None,Auto,0
1274,24,48345,Self-Employed,16123,9.94,48,438,4,49,None,Auto,1
1275,29,55916,Employed,18149,10.27,24,392,5,12,Vehicle,Business,0
1276,21,130529,Unemployed,27079,7.7,48,344,5,8,None,Business,1
1277,33,115449,Employed,26069,5.98,36,808,0,30,Vehicle,Auto,0
1278,26,59260,Employed,40324,8.28,60,488,7,26,Vehicle,Auto,1
1279,49,93731,Self-Employed,15039,16.33,48,726,2,47,Property,Home,0
1280,52,36449,Employed,7014,17.46,60,480,5,34,Vehicle,Auto,0
1281,32,88595,Employed,1994,14.06,60,476,8,31,None,Home,1
1282,58,44683,Employed,47452,14,12,309,5,7,None,Auto,0
1283,35,145406,Unemployed,41548,5.11,48,553,4,33,Vehicle,Auto,1
1284,42,32601,Self-Employed,46666,16.88,48,846,2,41,Property,Personal,1
1285,31,128620,Unemployed,15972,9.14,12,793,8,15,None,Home,0
1286,36,95597,Self-Employed,19913,7.63,60,691,7,18,Property,Personal,0
1287,32,53529,Unemployed,30489,15.91,12,507,6,8,None,Personal,1
1288,30,95713,Employed,47457,17.14,48,341,3,27,Property,Personal,1
1289,64,116737,Employed,19601,17.11,12,779,1,31,Vehicle,Home,0
1290,48,103838,Unemployed,15475,16.1,60,821,0,29,None,Auto,0
1291,41,64256,Self-Employed,26595,5.66,48,804,9,38,None,Personal,0
1292,42,36681,Employed,21232,5.41,24,354,7,10,Vehicle,Personal,0
1293,30,24367,Self-Employed,17821,7.19,60,658,3,28,Property,Home,0
1294,43,86948,Unemployed,48914,12.19,24,462,0,38,Vehicle,Business,0
1295,56,137529,Unemployed,43099,12.27,60,832,5,40,None,Business,0
1296,48,133513,Self-Employed,20678,6.49,12,794,6,15,Property,Business,0
1297,50,70373,Self-Employed,4275,5.37,60,637,7,40,Property,Auto,0
1298,26,124936,Self-Employed,45409,9.23,36,327,4,5,None,Auto,1
1299,26,80127,Employed,7156,6.1,12,501,0,41,None,Personal,0
1300,35,105447,Employed,22092,6.34,48,314,9,28,Property,Business,1
1301,39,116452,Self-Employed,28867,9.23,60,632,1,35,None,Personal,0
1302,31,140035,Self-Employed,25740,10.61,12,395,3,41,Vehicle,Personal,0
1303,43,125083,Self-Employed,32430,17.1,24,738,7,32,Vehicle,Home,1
1304,63,21902,Self-Employed,27604,15.9,48,697,4,16,Vehicle,Personal,0
1305,26,71198,Unemployed,49780,7.52,12,453,6,36,Vehicle,Auto,0
1306,26,64982,Employed,24527,13.66,60,477,9,44,Vehicle,Home,0
1307,42,22824,Unemployed,46168,13.17,48,494,2,48,Property,Auto,1
1308,48,82805,Unemployed,18225,9.53,60,547,7,16,Property,Personal,1
1309,23,117009,Employed,19027,13.67,36,795,6,18,Vehicle,Auto,0
1310,23,31097,Unemployed,46561,14.2,48,464,8,40,Vehicle,Auto,1
1311,59,147141,Self-Employed,34177,15.35,24,823,2,30,Vehicle,Business,0
1312,29,24293,Self-Employed,27505,8.15,12,843,4,47,None,Personal,0
1313,30,105269,Unemployed,11840,8.61,12,645,8,19,Vehicle,Home,0
1314,47,29822,Employed,20613,15.78,60,778,8,19,Vehicle,Auto,1
1315,57,131209,Self-Employed,44828,11.1,12,361,5,46,Property,Home,0
1316,48,123539,Self-Employed,10720,9.35,60,843,7,18,Property,Home,0
1317,34,25216,Unemployed,17942,9.87,36,593,9,20,Vehicle,Auto,1
1318,31,143921,Unemployed,4192,16.41,48,432,9,16,None,Auto,0
1319,55,114022,Employed,21022,6.9,12,774,2,19,None,Auto,0
1320,49,45088,Employed,7210,9.78,24,441,9,11,Property,Business,1
1321,43,55170,Unemployed,33323,15.31,48,429,3,23,None,Home,0
1322,36,123049,Self-Employed,29228,10.52,60,631,1,13,Vehicle,Business,0
1323,28,86971,Self-Employed,18624,15.16,48,732,6,33,Property,Personal,1
1324,26,84106,Self-Employed,7201,17.9,24,547,3,43,None,Home,0
1325,24,66720,Employed,33437,11.18,48,764,3,12,Vehicle,Business,0
1326,61,49795,Self-Employed,19408,13.9,24,341,1,17,None,Business,0
1327,33,111894,Unemployed,32712,14.1,24,523,1,14,Vehicle,Personal,0
1328,23,29617,Self-Employed,45729,12.76,12,528,0,8,None,Home,0
1329,50,74607,Unemployed,40773,5.3,12,328,1,17,Property,Personal,1
1330,43,28387,Self-Employed,5023,11.33,12,433,4,40,Vehicle,Personal,0
1331,25,136556,Self-Employed,40883,13.51,60,414,8,23,Vehicle,Business,0
1332,41,141298,Self-Employed,30850,14.94,36,319,4,14,None,Auto,1
1333,22,84988,Unemployed,18139,12.42,48,620,5,41,Property,Personal,1
1334,35,38356,Employed,33160,8.07,24,456,3,48,Vehicle,Business,1
1335,44,68930,Self-Employed,19386,11.04,48,406,9,48,Vehicle,Business,1
1336,46,79279,Unemployed,25651,9.26,36,335,8,20,Property,Business,1
1337,23,128331,Unemployed,4070,9.81,12,678,4,38,None,Auto,1
1338,38,96047,Employed,45102,8.47,12,623,5,27,Vehicle,Auto,1
1339,62,126387,Unemployed,22415,8.43,36,467,7,23,None,Personal,0
1340,46,117698,Employed,28566,5.14,48,735,9,46,None,Auto,0
1341,56,73354,Employed,32513,8.8,48,540,1,45,None,Auto,0
1342,33,54883,Employed,45723,9.06,24,657,4,25,None,Business,1
1343,29,128470,Self-Employed,11736,12.04,12,402,9,38,None,Home,1
1344,51,146241,Self-Employed,41416,12.89,48,547,1,7,Vehicle,Auto,0
1345,33,86285,Unemployed,36483,17.47,36,399,6,44,Vehicle,Personal,1
1346,41,45350,Employed,45134,10.38,60,624,4,49,Vehicle,Home,1
1347,55,121542,Self-Employed,18656,10.54,24,512,5,27,Vehicle,Personal,0
1348,41,64722,Unemployed,43492,15.96,12,839,4,6,None,Business,0
1349,33,99631,Unemployed,21545,11.14,48,499,3,8,Property,Auto,1
1350,40,87115,Employed,15636,16.96,12,395,8,27,None,Home,1
1351,54,30583,Unemployed,46521,17.5,12,651,5,23,Property,Auto,1
1352,53,49586,Employed,3409,17.13,24,615,6,40,None,Home,0
1353,26,94124,Unemployed,13639,13.57,36,663,5,6,None,Business,0
1354,43,112991,Unemployed,45067,10.25,48,846,9,46,None,Business,1
1355,42,145051,Employed,48374,14.87,60,721,7,30,Property,Auto,0
1356,57,69470,Self-Employed,9183,8.5,60,445,1,14,Property,Personal,0
1357,34,111194,Employed,49742,7.49,36,435,2,32,None,Home,0
1358,41,144594,Self-Employed,5567,16.99,12,751,8,7,Vehicle,Auto,1
1359,33,90638,Employed,20245,15.42,60,730,1,49,Vehicle,Home,0
1360,28,109016,Employed,6582,12.34,60,515,1,24,Vehicle,Personal,0
1361,23,145157,Unemployed,29075,16.63,24,395,0,5,Property,Home,0
1362,27,128657,Self-Employed,13355,8.53,24,781,5,22,Vehicle,Business,0
1363,29,33756,Unemployed,34763,17.13,36,430,1,41,Vehicle,Business,1
1364,62,147024,Self-Employed,3791,17.79,60,392,0,27,Property,Business,0
1365,26,136854,Employed,17355,11.4,36,421,0,27,Property,Business,0
1366,57,119483,Self-Employed,36297,5.59,60,810,8,12,Property,Business,0
1367,49,135633,Employed,9833,14.55,36,540,3,18,Property,Business,0
1368,60,90884,Unemployed,49741,5.45,36,517,0,44,Vehicle,Home,0
1369,35,30932,Employed,9713,10.02,36,631,7,22,Vehicle,Home,0
1370,55,113491,Employed,39728,7.06,60,458,0,37,Property,Home,0
1371,42,135551,Self-Employed,24124,16.13,24,657,2,19,Vehicle,Auto,0
1372,35,117145,Self-Employed,35092,17.59,24,825,5,31,Property,Personal,0
1373,51,35185,Self-Employed,22223,10.56,12,632,7,6,Property,Auto,1
1374,64,32738,Self-Employed,11852,6.43,36,635,2,23,None,Auto,0
1375,47,34008,Employed,43432,11.93,36,597,2,5,Property,Auto,1
1376,54,112575,Self-Employed,14383,6.1,12,337,0,11,None,Auto,0
1377,46,57475,Unemployed,6634,8.08,48,631,0,24,Vehicle,Auto,0
1378,59,113645,Self-Employed,41712,8.76,36,579,1,40,Vehicle,Auto,0
1379,55,35408,Self-Employed,39019,12.51,48,842,3,32,Vehicle,Auto,0
1380,52,29603,Unemployed,39605,9.9,60,775,7,21,Property,Business,1
1381,44,32880,Employed,20636,17.5,48,485,0,10,Property,Personal,0
1382,41,23244,Employed,47007,10.09,24,515,6,24,Vehicle,Auto,1
1383,30,144965,Unemployed,7547,5.63,36,578,9,21,Vehicle,Home,0
1384,38,123431,Employed,40845,14.08,36,569,4,48,None,Business,1
1385,34,122587,Employed,9932,12.91,12,414,6,14,Vehicle,Auto,1
1386,54,23497,Unemployed,41700,10.84,24,315,3,48,None,Auto,1
1387,39,28173,Employed,45394,9.03,48,396,3,6,Vehicle,Personal,1
1388,59,65475,Self-Employed,20850,6.71,48,600,7,39,Property,Business,0
1389,49,59195,Employed,37384,12.78,60,645,2,29,Vehicle,Business,0
1390,47,135064,Self-Employed,45455,10.19,36,368,9,30,Vehicle,Home,1
1391,57,131732,Unemployed,47704,5.81,24,396,6,39,None,Business,0
1392,46,132194,Employed,33349,17.89,48,402,5,17,None,Home,1
1393,22,55645,Self-Employed,6876,8.33,24,398,1,24,None,Auto,0
1394,56,75586,Employed,44039,6.6,36,661,9,11,None,Auto,0
1395,51,147429,Unemployed,47558,7.27,60,719,1,17,Property,Home,0
1396,24,46429,Employed,40985,12.47,48,375,3,13,Property,Personal,0
1397,44,129985,Employed,25438,5.31,36,815,3,16,Vehicle,Personal,0
1398,32,111500,Employed,21477,7.91,48,577,2,25,Property,Personal,0
1399,40,43752,Unemployed,15943,7.95,60,310,1,38,Property,Business,0
1400,31,140781,Employed,2178,8.51,48,338,1,7,Vehicle,Personal,0
1401,28,96845,Unemployed,23156,10.55,48,764,0,8,Vehicle,Personal,0
1402,63,70039,Self-Employed,15855,8.77,24,726,0,6,Vehicle,Personal,0
1403,33,48345,Employed,33450,16.78,60,560,1,5,Vehicle,Business,0
1404,63,33464,Unemployed,13477,15.24,24,351,6,41,Vehicle,Personal,1
1405,38,52080,Unemployed,11771,15.37,24,763,8,10,None,Personal,1
1406,58,73488,Self-Employed,24683,16.96,24,353,1,20,Property,Business,0
1407,23,90588,Self-Employed,16347,14.54,24,554,2,32,Property,Auto,0
1408,59,70577,Employed,43079,9.12,48,345,5,35,Property,Personal,0
1409,23,148756,Self-Employed,4978,14.39,36,730,6,8,None,Business,0
1410,59,131912,Unemployed,28433,13.5,36,555,4,6,Vehicle,Home,0
1411,49,148478,Employed,11921,5.08,48,450,4,12,Vehicle,Auto,0
1412,41,60385,Employed,44142,8.77,48,755,3,21,Vehicle,Personal,0
1413,59,105359,Unemployed,13701,11.82,12,814,2,20,None,Home,0
1414,41,85883,Employed,10874,10.46,60,653,7,16,Property,Home,0
1415,50,38295,Employed,45222,11.57,36,399,3,23,None,Personal,1
1416,61,134888,Employed,37114,11.78,36,531,6,45,Vehicle,Auto,0
1417,26,51363,Unemployed,24276,6.28,12,814,4,12,Property,Home,0
1418,40,49465,Employed,3151,8.12,48,723,6,42,Property,Personal,0
1419,52,80646,Employed,48331,10.49,12,744,6,13,Vehicle,Business,0
1420,27,98688,Employed,29827,14.14,48,372,1,20,Property,Personal,1
1421,58,106894,Self-Employed,35390,7.7,60,761,2,7,None,Home,0
1422,27,75303,Self-Employed,10383,5.76,24,844,7,20,Property,Home,0
1423,60,78766,Employed,13972,16.61,12,732,1,36,Vehicle,Business,0
1424,23,82366,Employed,21363,10.82,48,706,9,48,None,Personal,0
1425,57,43351,Self-Employed,17003,14.47,12,493,5,25,Vehicle,Auto,0
1426,33,135860,Employed,40754,14.06,24,692,5,16,Vehicle,Auto,1
1427,45,132108,Self-Employed,45836,6.96,48,515,7,5,None,Business,0
1428,55,118450,Unemployed,21193,13.82,24,674,7,26,None,Home,0
1429,31,43400,Self-Employed,47360,7.91,48,675,9,19,None,Auto,1
1430,44,131202,Unemployed,3258,9.42,12,454,7,24,None,Business,0
1431,52,75412,Self-Employed,40587,6.7,24,642,8,48,Property,Home,0
1432,39,141783,Self-Employed,20118,12.21,24,307,6,24,None,Home,0
1433,23,134402,Self-Employed,37063,7,60,546,7,12,Vehicle,Home,1
1434,49,59765,Unemployed,23005,13.45,24,417,6,37,Property,Home,0
1435,63,80271,Employed,10518,8.42,12,490,6,48,Vehicle,Personal,0
1436,54,133748,Unemployed,47546,13.16,24,848,8,36,None,Auto,0
1437,34,36739,Employed,49249,10.8,24,466,0,46,Vehicle,Auto,1
1438,58,111154,Unemployed,14890,13.55,60,706,3,25,Vehicle,Personal,0
1439,42,71662,Employed,20422,5.98,60,783,5,25,Vehicle,Business,0
1440,62,141024,Unemployed,23773,9.79,12,581,2,26,Property,Home,0
1441,52,84064,Employed,33928,7.43,12,462,7,18,Property,Home,1
1442,23,37614,Self-Employed,7550,14.71,12,734,8,46,Property,Personal,1
1443,41,50188,Employed,41617,10.63,12,433,1,25,Property,Personal,0
1444,59,105417,Employed,21931,5.24,12,791,8,42,Property,Personal,0
1445,49,80371,Employed,47545,7.14,36,792,8,35,Vehicle,Home,1
1446,32,122927,Employed,5273,15.46,24,680,4,27,Vehicle,Business,0
1447,63,123099,Self-Employed,3117,16.51,36,568,1,47,Vehicle,Personal,0
1448,21,118062,Unemployed,28662,17.74,24,503,8,8,Property,Personal,0
1449,23,82635,Self-Employed,46631,6.27,60,310,9,18,Property,Personal,1
1450,40,42403,Unemployed,29206,11.04,60,836,2,8,Vehicle,Home,0
1451,32,49661,Employed,6172,11.36,24,429,8,10,None,Personal,1
1452,56,138443,Self-Employed,1739,5.34,48,515,2,48,Vehicle,Business,0
1453,34,58995,Unemployed,27882,9.08,24,448,7,39,None,Auto,1
1454,32,114307,Employed,4067,6.12,60,326,3,13,Vehicle,Personal,0
1455,43,146787,Self-Employed,35556,5.83,12,400,7,6,None,Business,0
1456,50,30390,Employed,25604,11.98,60,727,8,39,None,Personal,1
1457,38,72575,Employed,26007,7.74,48,658,4,19,Property,Personal,0
1458,23,26917,Employed,30276,17.65,48,796,2,40,Vehicle,Business,0
1459,22,99524,Self-Employed,38376,9.03,12,594,7,25,Property,Personal,1
1460,46,89818,Employed,27132,5.87,12,358,2,24,Vehicle,Business,1
1461,23,77510,Unemployed,36938,11.68,36,520,2,17,Property,Home,0
1462,46,21889,Unemployed,47539,6.22,36,486,8,23,None,Home,1
1463,34,50892,Employed,28748,5.48,36,355,5,21,Vehicle,Home,1
1464,39,73530,Employed,14364,7.21,12,806,5,49,Property,Auto,0
1465,49,53493,Employed,20566,14.75,60,433,0,28,Vehicle,Personal,0
1466,54,138343,Self-Employed,28540,5.03,36,390,2,16,Vehicle,Personal,0
1467,46,98734,Employed,22862,13.5,12,438,1,41,None,Personal,0
1468,35,133003,Employed,36083,17.66,48,697,2,9,Vehicle,Personal,0
1469,21,129498,Self-Employed,31138,7.35,60,788,9,28,None,Business,0
1470,29,132654,Unemployed,46444,15.77,12,571,3,5,None,Home,0
1471,22,143312,Self-Employed,40857,9.77,12,645,0,13,Vehicle,Home,0
1472,49,29486,Employed,40507,10.3,60,443,6,6,Vehicle,Business,0
1473,38,123553,Unemployed,26271,13.03,12,302,0,14,Vehicle,Home,0
1474,28,107258,Employed,24014,9.63,48,790,0,8,Vehicle,Home,0
1475,53,123279,Self-Employed,35521,15.96,24,307,9,7,Property,Home,0
1476,41,65194,Self-Employed,17009,10.75,48,713,8,43,None,Business,0
1477,59,51079,Unemployed,46419,15.96,12,579,8,43,Property,Business,1
1478,50,98091,Employed,32744,6.28,60,566,3,19,Property,Business,0
1479,64,83272,Unemployed,26174,11.59,24,586,8,48,Vehicle,Business,0
1480,59,107319,Employed,24424,17.35,60,805,6,46,Property,Personal,1
1481,21,67237,Employed,5958,5.52,36,478,1,15,Property,Auto,0
1482,37,46362,Self-Employed,26536,12.4,36,329,9,28,Property,Business,1
1483,62,99185,Employed,43424,6.86,48,636,1,44,None,Personal,0
1484,52,95672,Unemployed,14270,5.4,24,490,9,41,Vehicle,Home,0
1485,50,103337,Employed,1876,11.17,48,586,5,41,Property,Business,0
1486,56,28899,Employed,25673,17.51,12,337,1,15,Property,Business,0
1487,34,54560,Employed,33579,5.87,36,334,5,49,Property,Business,1
1488,57,38167,Employed,33563,9.56,36,536,6,28,None,Home,0
1489,48,55565,Employed,10794,7.81,60,626,8,42,None,Personal,0
1490,29,27968,Employed,47609,9.28,48,411,0,7,Vehicle,Personal,1
1491,36,136849,Self-Employed,45026,16.17,60,654,5,30,Vehicle,Auto,0
1492,35,139367,Employed,34151,14.02,60,653,2,41,None,Personal,0
1493,43,93741,Unemployed,49607,5.55,36,740,6,29,Vehicle,Auto,1
1494,64,72004,Self-Employed,8338,13.59,36,757,7,32,Property,Home,0
1495,62,94872,Self-Employed,8909,14.32,48,450,5,35,None,Auto,0
1496,36,21609,Employed,45092,11.38,60,777,7,47,Vehicle,Auto,1
1497,46,132499,Self-Employed,20818,6.99,36,511,6,29,Property,Auto,0
1498,37,79755,Employed,35362,17.35,24,320,8,6,Vehicle,Auto,1
1499,23,130637,Self-Employed,48955,7.46,60,733,3,6,Property,Auto,0
1500,62,126027,Employed,25017,8.29,12,656,2,34,Vehicle,Business,0
1501,61,113630,Employed,31157,17.18,36,673,0,12,Property,Business,1
1502,58,54250,Self-Employed,47754,12.47,48,401,4,36,Property,Personal,0
1503,30,30577,Self-Employed,46573,12.12,36,842,5,6,Vehicle,Business,1
1504,63,43637,Unemployed,43120,12.07,24,805,6,30,None,Auto,0
1505,50,47391,Employed,40042,5.16,36,797,5,28,Vehicle,Personal,1
1506,27,48399,Employed,5593,8.5,24,798,7,31,Vehicle,Personal,0
1507,39,23283,Unemployed,40462,6.37,36,804,5,34,None,Personal,1
1508,37,42587,Employed,6729,7.99,60,353,2,16,None,Business,0
1509,22,72404,Self-Employed,28118,6.86,36,554,1,6,Vehicle,Business,0
1510,49,24702,Self-Employed,38624,14.72,12,384,1,44,Property,Auto,1
1511,50,123649,Unemployed,47593,17.89,12,325,8,17,Property,Personal,0
1512,47,112902,Unemployed,7569,14.38,24,682,3,39,Property,Home,0
1513,63,49432,Self-Employed,47485,13.39,60,769,7,43,None,Business,0
1514,52,142277,Self-Employed,22714,12.84,36,330,4,16,Property,Auto,1
1515,34,143795,Self-Employed,33917,6.98,60,555,3,43,None,Personal,1
1516,50,122085,Self-Employed,26316,16.21,36,773,8,37,Vehicle,Personal,0
1517,33,119728,Unemployed,4609,9.32,36,691,4,49,Property,Business,0
1518,38,120684,Employed,19478,15.88,24,725,9,5,None,Home,0
1519,37,45552,Self-Employed,4247,12.3,48,369,7,38,None,Home,1
1520,23,49621,Unemployed,24188,11.34,48,404,5,47,Property,Business,1
1521,64,133337,Self-Employed,35490,12.74,24,473,7,6,None,Personal,1
1522,46,48081,Unemployed,17044,11.66,36,364,3,48,Property,Business,0
1523,47,107665,Employed,22393,14.38,12,569,1,20,Vehicle,Personal,0
1524,39,119343,Self-Employed,37051,5.71,12,337,7,11,Property,Business,1
1525,48,144809,Unemployed,35803,8.1,36,526,7,30,Property,Home,0
1526,56,144208,Self-Employed,8838,9.42,60,548,2,23,None,Personal,1
1527,26,27038,Self-Employed,12231,7.08,24,492,4,21,None,Home,0
1528,24,48531,Self-Employed,37720,16.41,60,323,6,36,Property,Auto,1
1529,46,81168,Self-Employed,39827,16.84,24,484,2,48,Property,Business,0
1530,33,71079,Self-Employed,1599,6.69,36,425,1,44,None,Personal,0
1531,23,34306,Unemployed,40045,6.14,48,349,4,14,Property,Auto,1
1532,22,123594,Self-Employed,16104,15.44,60,407,7,25,None,Business,0
1533,45,75813,Employed,26419,13.49,12,493,6,40,Property,Business,0
1534,29,131248,Self-Employed,21921,15.03,12,794,7,29,Vehicle,Auto,0
1535,26,140709,Self-Employed,43287,11.53,48,750,8,40,Vehicle,Home,1
1536,23,42326,Employed,37380,16.57,36,426,8,16,Property,Auto,1
1537,31,109977,Employed,44126,6.18,12,547,1,20,None,Home,0
1538,62,147395,Employed,20389,9.86,60,390,3,40,None,Home,0
1539,30,62681,Employed,6471,16.58,60,526,2,42,Property,Personal,0
1540,34,117439,Unemployed,45889,14.76,48,530,1,12,None,Business,1
1541,38,55885,Self-Employed,14633,8.34,48,766,9,22,None,Business,0
1542,53,110565,Self-Employed,39640,11.4,24,582,8,37,None,Home,0
1543,45,32549,Employed,46234,15.51,12,532,0,26,None,Business,1
1544,30,36974,Self-Employed,12901,9.59,36,387,0,17,None,Personal,0
1545,47,118565,Employed,14863,10.35,48,569,2,40,None,Personal,0
1546,52,142680,Employed,30322,13.84,60,815,4,13,Vehicle,Home,0
1547,45,66143,Employed,19619,8.24,12,446,9,39,None,Auto,1
1548,61,25248,Employed,20624,12.48,36,499,9,46,Property,Business,1
1549,56,64183,Employed,21235,8.37,12,739,3,20,Property,Auto,0
1550,53,135176,Self-Employed,29618,9.86,36,320,4,15,None,Auto,1
1551,59,82361,Employed,46977,15.67,24,417,7,25,None,Home,0
1552,50,37751,Unemployed,18308,7.33,24,505,4,43,Vehicle,Business,0
1553,60,93285,Self-Employed,13867,5.75,24,344,8,45,Vehicle,Auto,0
1554,45,71267,Unemployed,7316,10.9,24,544,6,14,None,Business,0
1555,63,103392,Unemployed,33844,6.83,12,606,4,15,Property,Business,0
1556,50,46222,Self-Employed,10587,5.33,36,747,0,10,Vehicle,Auto,0
1557,38,113182,Employed,27784,8.31,36,470,6,38,Vehicle,Personal,1
1558,48,97729,Self-Employed,45959,6.72,36,607,7,11,None,Home,1
1559,27,57442,Employed,4929,11.34,12,519,3,17,Property,Business,0
1560,58,121101,Self-Employed,16469,17.32,36,651,9,27,None,Home,1
1561,52,140427,Employed,2251,17.1,36,516,3,7,None,Business,1
1562,62,55319,Employed,48158,17.6,36,652,4,32,None,Auto,1
1563,22,103739,Employed,48708,11,60,396,7,24,Vehicle,Auto,0
1564,43,93853,Self-Employed,30764,14.6,12,536,4,7,Property,Home,0
1565,52,70242,Self-Employed,3099,11.81,36,652,0,43,None,Auto,0
1566,24,33024,Unemployed,5870,17.67,12,818,9,29,None,Auto,0
1567,29,67161,Unemployed,49314,6.98,36,674,7,43,Property,Auto,1
1568,57,35214,Employed,14635,9.05,60,371,1,16,Vehicle,Personal,0
1569,59,73375,Unemployed,19319,5.96,24,526,7,27,None,Personal,0
1570,46,55268,Employed,3135,14.39,24,819,0,17,None,Home,0
1571,58,75084,Employed,40407,12.25,12,825,6,37,Property,Personal,0
1572,51,56704,Unemployed,14890,5.72,12,774,4,49,Property,Home,0
1573,32,34104,Self-Employed,39447,13.5,24,642,5,14,Vehicle,Business,1
1574,37,20465,Employed,1001,7.85,36,826,2,43,None,Home,0
1575,23,76151,Self-Employed,9742,11.48,36,416,0,36,Vehicle,Auto,0
1576,63,136308,Unemployed,5340,8.5,36,401,7,40,Property,Auto,0
1577,37,113231,Employed,3583,9.15,24,370,1,38,Property,Auto,0
1578,54,52470,Employed,12848,9.81,48,780,5,44,Vehicle,Business,1
1579,49,42799,Employed,19895,5.49,60,551,4,25,Property,Personal,1
1580,47,54325,Employed,46699,10.28,36,615,2,6,Property,Home,0
1581,30,80860,Employed,25152,6.2,60,311,8,24,Property,Personal,1
1582,56,122653,Employed,42732,17.59,24,657,9,39,Property,Business,1
1583,64,40013,Employed,29516,10.13,60,565,4,15,Vehicle,Business,1
1584,55,72989,Unemployed,43308,16.43,48,512,8,6,Property,Personal,1
1585,36,95320,Employed,9201,12.23,12,586,8,37,None,Business,0
1586,28,84904,Unemployed,34019,17.41,24,493,9,17,Property,Auto,0
1587,38,22368,Self-Employed,10124,5.82,24,643,6,35,None,Auto,0
1588,42,33071,Employed,31663,16,12,704,2,8,Property,Home,1
1589,41,21635,Self-Employed,12226,17.64,60,800,2,17,None,Personal,0
1590,54,69154,Unemployed,2882,8.74,48,340,1,41,Property,Home,0
1591,43,78226,Self-Employed,40847,6.64,24,628,6,33,Property,Home,1
1592,52,47679,Unemployed,35151,9.48,36,763,1,39,Property,Auto,0
1593,38,144989,Employed,1467,7.04,60,599,2,44,None,Business,0
1594,23,80559,Self-Employed,14213,9.14,24,384,8,34,None,Personal,0
1595,51,28824,Unemployed,10414,5.8,48,720,5,23,Property,Business,0
1596,34,54992,Employed,45002,11.87,48,700,1,41,Property,Personal,1
1597,55,88319,Unemployed,41915,5.83,24,432,3,44,Property,Auto,0
1598,43,89317,Employed,34099,6.39,24,676,5,24,Vehicle,Home,1
1599,37,93296,Self-Employed,31613,9.04,60,317,8,35,None,Business,0
1600,30,40889,Unemployed,20859,7.43,12,845,1,22,Vehicle,Auto,0
1601,25,22919,Unemployed,49486,10.36,36,303,4,23,Property,Business,1
1602,25,64324,Self-Employed,16404,6.18,48,404,9,42,Property,Personal,1
